SampleID	study_id	diet	diet_condensed	sterility	probiotic	plant_type	control
LDD5MHPR1	silvaraju2024	fishcake_duck_offals_coconut_soybean_mash	mixed_product	non_sterile	no	na	no
LDD5MHPR2	silvaraju2024	fishcake_duck_offals_coconut_soybean_mash	mixed_product	non_sterile	no	na	no
LDD5MHPR3	silvaraju2024	fishcake_duck_offals_coconut_soybean_mash	mixed_product	non_sterile	no	na	no
LDD5MLPR1	silvaraju2024	fishcake_duck_offals_coconut_soybean_mash	mixed_product	non_sterile	no	na	no
LDD5MLPR2	silvaraju2024	fishcake_duck_offals_coconut_soybean_mash	mixed_product	non_sterile	no	na	no
LDD5MLPR3	silvaraju2024	fishcake_duck_offals_coconut_soybean_mash	mixed_product	non_sterile	no	na	no
LDD5MR1	silvaraju2024	fishcake	animal_product	non_sterile	no	na	no
LDD5MR2	silvaraju2024	fishcake	animal_product	non_sterile	no	na	no
LDD5MR3	silvaraju2024	fishcake	animal_product	non_sterile	no	na	no
LDD5NUSR1	silvaraju2024	kitchen_waste	food_waste	non_sterile	no	na	no
LDD5NUSR2	silvaraju2024	kitchen_waste	food_waste	non_sterile	no	na	no
LDD5NUSR3	silvaraju2024	kitchen_waste	food_waste	non_sterile	no	na	no
LDD5OKAR1	silvaraju2024	soybean_mash	plant_waste	non_sterile	no	legume	no
LDD5OKAR2	silvaraju2024	soybean_mash	plant_waste	non_sterile	no	legume	no
LDD5OKAR3	silvaraju2024	soybean_mash	plant_waste	non_sterile	no	legume	no
LDD5PKMR1	silvaraju2024	palm_kernel_meal	plant_product	non_sterile	no	seed	no
LDD5PKMR2	silvaraju2024	palm_kernel_meal	plant_product	non_sterile	no	seed	no
LDD5PKMR3	silvaraju2024	palm_kernel_meal	plant_product	non_sterile	no	seed	no
LDD5PR1	silvaraju2024	coconut_soybean_mash	plant_product	non_sterile	no	legume_seed	no
LDD5PR2	silvaraju2024	coconut_soybean_mash	plant_product	non_sterile	no	legume_seed	no
LDD5PR3	silvaraju2024	coconut_soybean_mash	plant_product	non_sterile	no	legume_seed	no
LDD5RIBR1	silvaraju2024	rice_meal	plant_product	non_sterile	no	grain	no
LDD5RIBR2	silvaraju2024	rice_meal	plant_product	non_sterile	no	grain	no
LDD5RIBR3	silvaraju2024	rice_meal	plant_product	non_sterile	no	grain	no
LDD5SBMR1	silvaraju2024	soybean_meal	plant_product	non_sterile	no	legume	no
LDD5SBMR2	silvaraju2024	soybean_meal	plant_product	non_sterile	no	legume	no
LDD5SBMR3	silvaraju2024	soybean_meal	plant_product	non_sterile	no	legume	no
WTD10CF70R1	silvaraju2024	chicken_feed	mixed_product	non_sterile	no	na	no
WTD10CF70R2	silvaraju2024	chicken_feed	mixed_product	non_sterile	no	na	no
WTD10CF70R3	silvaraju2024	chicken_feed	mixed_product	non_sterile	no	na	no
WTD10MHPR1	silvaraju2024	fishcake_duck_offals_coconut_soybean_mash	mixed_product	non_sterile	no	na	no
WTD10MHPR2	silvaraju2024	fishcake_duck_offals_coconut_soybean_mash	mixed_product	non_sterile	no	na	no
WTD10MHPR3	silvaraju2024	fishcake_duck_offals_coconut_soybean_mash	mixed_product	non_sterile	no	na	no
WTD10MLPR1	silvaraju2024	fishcake_duck_offals_coconut_soybean_mash	mixed_product	non_sterile	no	na	no
WTD10MLPR2	silvaraju2024	fishcake_duck_offals_coconut_soybean_mash	mixed_product	non_sterile	no	na	no
WTD10MLPR3	silvaraju2024	fishcake_duck_offals_coconut_soybean_mash	mixed_product	non_sterile	no	na	no
WTD10MR1	silvaraju2024	fishcake	animal_product	non_sterile	no	na	no
WTD10MR2	silvaraju2024	fishcake	animal_product	non_sterile	no	na	no
WTD10MR3	silvaraju2024	fishcake	animal_product	non_sterile	no	na	no
WTD10NUSR1	silvaraju2024	kitchen_waste	food_waste	non_sterile	no	na	no
WTD10NUSR2	silvaraju2024	kitchen_waste	food_waste	non_sterile	no	na	no
WTD10NUSR3	silvaraju2024	kitchen_waste	food_waste	non_sterile	no	na	no
WTD10OKAR1	silvaraju2024	soybean_mash	plant_waste	non_sterile	no	legume	no
WTD10OKAR2	silvaraju2024	soybean_mash	plant_waste	non_sterile	no	legume	no
WTD10OKAR3	silvaraju2024	soybean_mash	plant_waste	non_sterile	no	legume	no
WTD10PKMR1	silvaraju2024	palm_kernel_meal	plant_product	non_sterile	no	seed	no
WTD10PKMR2	silvaraju2024	palm_kernel_meal	plant_product	non_sterile	no	seed	no
WTD10PKMR3	silvaraju2024	palm_kernel_meal	plant_product	non_sterile	no	seed	no
WTD10PR1	silvaraju2024	coconut_soybean_mash	plant_product	non_sterile	no	legume_seed	no
WTD10PR2	silvaraju2024	coconut_soybean_mash	plant_product	non_sterile	no	legume_seed	no
WTD10PR3	silvaraju2024	coconut_soybean_mash	plant_product	non_sterile	no	legume_seed	no
WTD10RIBR1	silvaraju2024	rice_meal	plant_product	non_sterile	no	grain	no
WTD10RIBR2	silvaraju2024	rice_meal	plant_product	non_sterile	no	grain	no
WTD10RIBR3	silvaraju2024	rice_meal	plant_product	non_sterile	no	grain	no
WTD10SBMR1	silvaraju2024	soybean_meal	plant_product	non_sterile	no	legume	no
WTD10SBMR2	silvaraju2024	soybean_meal	plant_product	non_sterile	no	legume	no
WTD10SBMR3	silvaraju2024	soybean_meal	plant_product	non_sterile	no	legume	no
WTD5CF70R2	silvaraju2024	chicken_feed	mixed_product	non_sterile	no	na	no
WTD5CF70R3	silvaraju2024	chicken_feed	mixed_product	non_sterile	no	na	no
WTD5MHPR1	silvaraju2024	fishcake_duck_offals_coconut_soybean_mash	mixed_product	non_sterile	no	na	no
WTD5MHPR2	silvaraju2024	fishcake_duck_offals_coconut_soybean_mash	mixed_product	non_sterile	no	na	no
WTD5MHPR3	silvaraju2024	fishcake_duck_offals_coconut_soybean_mash	mixed_product	non_sterile	no	na	no
WTD5MLPR1	silvaraju2024	fishcake_duck_offals_coconut_soybean_mash	mixed_product	non_sterile	no	na	no
WTD5MLPR2	silvaraju2024	fishcake_duck_offals_coconut_soybean_mash	mixed_product	non_sterile	no	na	no
WTD5MLPR3	silvaraju2024	fishcake_duck_offals_coconut_soybean_mash	mixed_product	non_sterile	no	na	no
WTD5MR1	silvaraju2024	fishcake	animal_product	non_sterile	no	na	no
WTD5MR2	silvaraju2024	fishcake	animal_product	non_sterile	no	na	no
WTD5MR3	silvaraju2024	fishcake	animal_product	non_sterile	no	na	no
WTD5NUSR1	silvaraju2024	kitchen_waste	food_waste	non_sterile	no	na	no
WTD5NUSR2	silvaraju2024	kitchen_waste	food_waste	non_sterile	no	na	no
WTD5NUSR3	silvaraju2024	kitchen_waste	food_waste	non_sterile	no	na	no
WTD5OKAR1	silvaraju2024	soybean_mash	plant_waste	non_sterile	no	legume	no
WTD5OKAR2	silvaraju2024	soybean_mash	plant_waste	non_sterile	no	legume	no
WTD5OKAR3	silvaraju2024	soybean_mash	plant_waste	non_sterile	no	legume	no
WTD5PKMR1	silvaraju2024	palm_kernel_meal	plant_product	non_sterile	no	seed	no
WTD5PKMR2	silvaraju2024	palm_kernel_meal	plant_product	non_sterile	no	seed	no
WTD5PKMR3	silvaraju2024	palm_kernel_meal	plant_product	non_sterile	no	seed	no
WTD5PR1	silvaraju2024	coconut_soybean_mash	plant_product	non_sterile	no	legume_seed	no
WTD5PR2	silvaraju2024	coconut_soybean_mash	plant_product	non_sterile	no	legume_seed	no
WTD5PR3	silvaraju2024	coconut_soybean_mash	plant_product	non_sterile	no	legume_seed	no
WTD5RIBR1	silvaraju2024	rice_meal	plant_product	non_sterile	no	grain	no
WTD5RIBR2	silvaraju2024	rice_meal	plant_product	non_sterile	no	grain	no
WTD5RIBR3	silvaraju2024	rice_meal	plant_product	non_sterile	no	grain	no
WTD5SBMR1	silvaraju2024	soybean_meal	plant_product	non_sterile	no	legume	no
WTD5SBMR2	silvaraju2024	soybean_meal	plant_product	non_sterile	no	legume	no
WTD5SBMR3	silvaraju2024	soybean_meal	plant_product	non_sterile	no	legume	no
B1	tanga2021	brewers_grains	plant_product	non_sterile	no	grain	no
B10	tanga2021	brewers_grains	plant_product	non_sterile	no	grain	no
B2	tanga2021	brewers_grains	plant_product	non_sterile	no	grain	no
B3	tanga2021	brewers_grains	plant_product	non_sterile	no	grain	no
B4	tanga2021	brewers_grains	plant_product	non_sterile	no	grain	no
B5	tanga2021	brewers_grains	plant_product	non_sterile	no	grain	no
B6	tanga2021	brewers_grains	plant_product	non_sterile	no	grain	no
B7	tanga2021	brewers_grains	plant_product	non_sterile	no	grain	no
B8	tanga2021	brewers_grains	plant_product	non_sterile	no	grain	no
B9	tanga2021	brewers_grains	plant_product	non_sterile	no	grain	no
K21	tanga2021	kitchen_waste	food_waste	non_sterile	no	na	no
K22	tanga2021	kitchen_waste	food_waste	non_sterile	no	na	no
K23	tanga2021	kitchen_waste	food_waste	non_sterile	no	na	no
K24	tanga2021	kitchen_waste	food_waste	non_sterile	no	na	no
K25	tanga2021	kitchen_waste	food_waste	non_sterile	no	na	no
K26	tanga2021	kitchen_waste	food_waste	non_sterile	no	na	no
K27	tanga2021	kitchen_waste	food_waste	non_sterile	no	na	no
K28	tanga2021	kitchen_waste	food_waste	non_sterile	no	na	no
K29	tanga2021	kitchen_waste	food_waste	non_sterile	no	na	no
K30	tanga2021	kitchen_waste	food_waste	non_sterile	no	na	no
P41	tanga2021	poultry_manure	animal_waste	non_sterile	no	na	no
P42	tanga2021	poultry_manure	animal_waste	non_sterile	no	na	no
P43	tanga2021	poultry_manure	animal_waste	non_sterile	no	na	no
P44	tanga2021	poultry_manure	animal_waste	non_sterile	no	na	no
P45	tanga2021	poultry_manure	animal_waste	non_sterile	no	na	no
P46	tanga2021	poultry_manure	animal_waste	non_sterile	no	na	no
P47	tanga2021	poultry_manure	animal_waste	non_sterile	no	na	no
P48	tanga2021	poultry_manure	animal_waste	non_sterile	no	na	no
P50	tanga2021	poultry_manure	animal_waste	non_sterile	no	na	no
R61	tanga2021	rabbit_manure	animal_waste	non_sterile	no	na	no
R62	tanga2021	rabbit_manure	animal_waste	non_sterile	no	na	no
R63	tanga2021	rabbit_manure	animal_waste	non_sterile	no	na	no
R64	tanga2021	rabbit_manure	animal_waste	non_sterile	no	na	no
R65	tanga2021	rabbit_manure	animal_waste	non_sterile	no	na	no
R66	tanga2021	rabbit_manure	animal_waste	non_sterile	no	na	no
R67	tanga2021	rabbit_manure	animal_waste	non_sterile	no	na	no
R68	tanga2021	rabbit_manure	animal_waste	non_sterile	no	na	no
R69	tanga2021	rabbit_manure	animal_waste	non_sterile	no	na	no
R70	tanga2021	rabbit_manure	animal_waste	non_sterile	no	na	no
SRR13006142	tegtmeier2021a	cottonseed_press_cake	plant_waste	non_sterile	no	other	no
SRR13006143	tegtmeier2021a	cottonseed_press_cake	plant_waste	non_sterile	no	other	no
SRR13006144	tegtmeier2021a	cottonseed_press_cake	plant_waste	non_sterile	no	other	no
SRR13006145	tegtmeier2021a	cottonseed_press_cake	plant_waste	non_sterile	no	other	no
SRR13006150	tegtmeier2021a	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR13006161	tegtmeier2021a	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR13006172	tegtmeier2021a	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR13006173	tegtmeier2021a	cottonseed_press_cake	plant_waste	non_sterile	no	other	no
SRR13006174	tegtmeier2021a	cottonseed_press_cake	plant_waste	non_sterile	no	other	no
SRR13006175	tegtmeier2021a	cottonseed_press_cake	plant_waste	non_sterile	no	other	no
SRR13006176	tegtmeier2021a	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR13006177	tegtmeier2021a	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR13006178	tegtmeier2021a	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR13006179	tegtmeier2021a	cottonseed_press_cake	plant_waste	non_sterile	no	other	no
SRR13006180	tegtmeier2021a	cottonseed_press_cake	plant_waste	non_sterile	no	other	no
SRR13006181	tegtmeier2021a	cottonseed_press_cake	plant_waste	non_sterile	no	other	no
SRR13006182	tegtmeier2021a	cottonseed_press_cake	plant_waste	non_sterile	no	other	no
SRR13006183	tegtmeier2021a	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR13006184	tegtmeier2021a	cottonseed_press_cake	plant_waste	non_sterile	no	other	no
SRR13006185	tegtmeier2021a	cottonseed_press_cake	plant_waste	non_sterile	no	other	no
SRR13006186	tegtmeier2021a	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR13006187	tegtmeier2021a	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR13006188	tegtmeier2021a	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR13006189	tegtmeier2021a	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR13006190	tegtmeier2021a	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR13006191	tegtmeier2021a	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR13006192	tegtmeier2021a	cottonseed_press_cake	plant_waste	non_sterile	no	other	no
SRR13006193	tegtmeier2021a	cottonseed_press_cake	plant_waste	non_sterile	no	other	no
SRR13006194	tegtmeier2021a	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR13006195	tegtmeier2021a	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR14875624	tegtmeier2021b	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR14875625	tegtmeier2021b	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR14875626	tegtmeier2021b	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR14875627	tegtmeier2021b	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR14875628	tegtmeier2021b	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR14875629	tegtmeier2021b	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR13847053	vandeweyer2023	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR13847054	vandeweyer2023	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR13847055	vandeweyer2023	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR13847056	vandeweyer2023	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR13847057	vandeweyer2023	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR13847058	vandeweyer2023	ddgs	plant_waste	non_sterile	no	grain	no
SRR13847059	vandeweyer2023	ddgs	plant_waste	non_sterile	no	grain	no
SRR13847060	vandeweyer2023	ddgs	plant_waste	non_sterile	no	grain	no
SRR13847061	vandeweyer2023	ddgs	plant_waste	non_sterile	no	grain	no
SRR13847062	vandeweyer2023	ddgs	plant_waste	non_sterile	no	grain	no
SRR13847063	vandeweyer2023	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR13847064	vandeweyer2023	swill	food_waste	non_sterile	no	na	no
SRR13847065	vandeweyer2023	swill	food_waste	non_sterile	no	na	no
SRR13847066	vandeweyer2023	swill	food_waste	non_sterile	no	na	no
SRR13847067	vandeweyer2023	swill	food_waste	non_sterile	no	na	no
SRR13847068	vandeweyer2023	swill	food_waste	non_sterile	no	na	no
SRR13847069	vandeweyer2023	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR13847070	vandeweyer2023	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR13847071	vandeweyer2023	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR13847072	vandeweyer2023	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR13847073	vandeweyer2023	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR13847074	vandeweyer2023	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR13847075	vandeweyer2023	ddgs	plant_waste	non_sterile	no	grain	no
SRR13847076	vandeweyer2023	ddgs	plant_waste	non_sterile	no	grain	no
SRR13847077	vandeweyer2023	ddgs	plant_waste	non_sterile	no	grain	no
SRR13847078	vandeweyer2023	ddgs	plant_waste	non_sterile	no	grain	no
SRR13847079	vandeweyer2023	ddgs	plant_waste	non_sterile	no	grain	no
SRR13847080	vandeweyer2023	swill	food_waste	non_sterile	no	na	no
SRR13847081	vandeweyer2023	swill	food_waste	non_sterile	no	na	no
SRR13847082	vandeweyer2023	swill	food_waste	non_sterile	no	na	no
SRR13847083	vandeweyer2023	swill	food_waste	non_sterile	no	na	no
SRR13847084	vandeweyer2023	swill	food_waste	non_sterile	no	na	no
SRR13847085	vandeweyer2023	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR13847086	vandeweyer2023	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR13847087	vandeweyer2023	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR13847088	vandeweyer2023	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR13847089	vandeweyer2023	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR13847090	vandeweyer2023	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR13847091	vandeweyer2023	ddgs	plant_waste	non_sterile	no	grain	no
SRR13847092	vandeweyer2023	ddgs	plant_waste	non_sterile	no	grain	no
SRR13847093	vandeweyer2023	ddgs	plant_waste	non_sterile	no	grain	no
SRR13847094	vandeweyer2023	ddgs	plant_waste	non_sterile	no	grain	no
SRR13847095	vandeweyer2023	ddgs	plant_waste	non_sterile	no	grain	no
SRR13847096	vandeweyer2023	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR13847097	vandeweyer2023	swill	food_waste	non_sterile	no	na	no
SRR13847098	vandeweyer2023	swill	food_waste	non_sterile	no	na	no
SRR13847099	vandeweyer2023	swill	food_waste	non_sterile	no	na	no
SRR13847100	vandeweyer2023	swill	food_waste	non_sterile	no	na	no
SRR13847101	vandeweyer2023	swill	food_waste	non_sterile	no	na	no
SRR13847102	vandeweyer2023	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR13847103	vandeweyer2023	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR13847104	vandeweyer2023	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR13847105	vandeweyer2023	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR13847106	vandeweyer2023	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR13847107	vandeweyer2023	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR13847108	vandeweyer2023	ddgs	plant_waste	non_sterile	no	grain	no
SRR13847109	vandeweyer2023	ddgs	plant_waste	non_sterile	no	grain	no
SRR13847110	vandeweyer2023	ddgs	plant_waste	non_sterile	no	grain	no
SRR13847111	vandeweyer2023	ddgs	plant_waste	non_sterile	no	grain	no
SRR13847112	vandeweyer2023	ddgs	plant_waste	non_sterile	no	grain	no
SRR13847113	vandeweyer2023	swill	food_waste	non_sterile	no	na	no
SRR13847114	vandeweyer2023	swill	food_waste	non_sterile	no	na	no
SRR13847115	vandeweyer2023	swill	food_waste	non_sterile	no	na	no
SRR13847116	vandeweyer2023	swill	food_waste	non_sterile	no	na	no
SRR13847117	vandeweyer2023	swill	food_waste	non_sterile	no	na	no
SRR13847118	vandeweyer2023	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR13847119	vandeweyer2023	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR13847120	vandeweyer2023	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR13847121	vandeweyer2023	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR13847122	vandeweyer2023	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR13847123	vandeweyer2023	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR13847124	vandeweyer2023	ddgs	plant_waste	non_sterile	no	grain	no
SRR13847125	vandeweyer2023	ddgs	plant_waste	non_sterile	no	grain	no
SRR13847126	vandeweyer2023	ddgs	plant_waste	non_sterile	no	grain	no
SRR13847127	vandeweyer2023	ddgs	plant_waste	non_sterile	no	grain	no
SRR13847128	vandeweyer2023	ddgs	plant_waste	non_sterile	no	grain	no
SRR13847129	vandeweyer2023	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR13847130	vandeweyer2023	swill	food_waste	non_sterile	no	na	no
SRR13847131	vandeweyer2023	swill	food_waste	non_sterile	no	na	no
SRR13847132	vandeweyer2023	swill	food_waste	non_sterile	no	na	no
SRR13847133	vandeweyer2023	swill	food_waste	non_sterile	no	na	no
SRR13847134	vandeweyer2023	swill	food_waste	non_sterile	no	na	no
SRR13847135	vandeweyer2023	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR13847136	vandeweyer2023	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR13847137	vandeweyer2023	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR13847138	vandeweyer2023	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR13847139	vandeweyer2023	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR13847140	vandeweyer2023	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR13847141	vandeweyer2023	ddgs	plant_waste	non_sterile	no	grain	no
SRR13847142	vandeweyer2023	ddgs	plant_waste	non_sterile	no	grain	no
SRR13847143	vandeweyer2023	ddgs	plant_waste	non_sterile	no	grain	no
SRR13847144	vandeweyer2023	ddgs	plant_waste	non_sterile	no	grain	no
SRR13847145	vandeweyer2023	ddgs	plant_waste	non_sterile	no	grain	no
SRR13847146	vandeweyer2023	swill	food_waste	non_sterile	no	na	no
SRR13847147	vandeweyer2023	swill	food_waste	non_sterile	no	na	no
SRR13847151	vandeweyer2023	swill	food_waste	non_sterile	no	na	no
SRR13847152	vandeweyer2023	swill	food_waste	non_sterile	no	na	no
SRR13847153	vandeweyer2023	swill	food_waste	non_sterile	no	na	no
SRR13847154	vandeweyer2023	swill	food_waste	non_sterile	no	na	no
SRR13847155	vandeweyer2023	swill	food_waste	non_sterile	no	na	no
SRR13847156	vandeweyer2023	swill	food_waste	non_sterile	no	na	no
SRR13847157	vandeweyer2023	ddgs	plant_waste	non_sterile	no	grain	no
SRR13847158	vandeweyer2023	ddgs	plant_waste	non_sterile	no	grain	no
SRR13847159	vandeweyer2023	ddgs	plant_waste	non_sterile	no	grain	no
SRR13847160	vandeweyer2023	ddgs	plant_waste	non_sterile	no	grain	no
SRR13847161	vandeweyer2023	ddgs	plant_waste	non_sterile	no	grain	no
SRR13847162	vandeweyer2023	swill	food_waste	non_sterile	no	na	no
SRR13847163	vandeweyer2023	ddgs	plant_waste	non_sterile	no	grain	no
SRR13847164	vandeweyer2023	ddgs	plant_waste	non_sterile	no	grain	no
SRR13847165	vandeweyer2023	ddgs	plant_waste	non_sterile	no	grain	no
SRR13847166	vandeweyer2023	ddgs	plant_waste	non_sterile	no	grain	no
SRR13847167	vandeweyer2023	ddgs	plant_waste	non_sterile	no	grain	no
SRR13847168	vandeweyer2023	swill	food_waste	non_sterile	no	na	no
SRR13847169	vandeweyer2023	swill	food_waste	non_sterile	no	na	no
SRR13847170	vandeweyer2023	swill	food_waste	non_sterile	no	na	no
SRR13847171	vandeweyer2023	swill	food_waste	non_sterile	no	na	no
SRR13847172	vandeweyer2023	swill	food_waste	non_sterile	no	na	no
SRR13847173	vandeweyer2023	swill	food_waste	non_sterile	no	na	no
SRR13847174	vandeweyer2023	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR13847175	vandeweyer2023	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR13781588	wu2020	wheat_bran_cadmium	plant_heavy_metal_waste	non_sterile	no	na	no
SRR13781589	wu2020	wheat_bran_copper	plant_heavy_metal_waste	non_sterile	no	na	no
SRR13781590	wu2020	wheat_bran_copper	plant_heavy_metal_waste	non_sterile	no	na	no
SRR13781591	wu2020	wheat_bran_copper	plant_heavy_metal_waste	non_sterile	no	na	no
SRR13781592	wu2020	wheat_bran_copper	plant_heavy_metal_waste	non_sterile	no	na	no
SRR13781593	wu2020	wheat_bran_copper	plant_heavy_metal_waste	non_sterile	no	na	no
SRR13781594	wu2020	wheat_bran	plant_product	non_sterile	no	grain	no
SRR13781595	wu2020	wheat_bran_cadmium	plant_heavy_metal_waste	non_sterile	no	na	no
SRR13781596	wu2020	wheat_bran_cadmium	plant_heavy_metal_waste	non_sterile	no	na	no
SRR13781597	wu2020	wheat_bran_cadmium	plant_heavy_metal_waste	non_sterile	no	na	no
SRR13781598	wu2020	wheat_bran_cadmium	plant_heavy_metal_waste	non_sterile	no	na	no
SRR13781599	wu2020	wheat_bran_cadmium	plant_heavy_metal_waste	non_sterile	no	na	no
SRR13781600	wu2020	wheat_bran_cadmium	plant_heavy_metal_waste	non_sterile	no	na	no
SRR13781601	wu2020	wheat_bran	plant_product	non_sterile	no	grain	no
SRR13781602	wu2020	wheat_bran	plant_product	non_sterile	no	grain	no
SRR12366800	wu2021	pig_manure	animal_waste	non_sterile	no	na	no
SRR12366801	wu2021	wheat_bran	plant_product	non_sterile	no	grain	no
SRR12366802	wu2021	wheat_bran	plant_product	non_sterile	no	grain	no
SRR12366803	wu2021	wheat_bran	plant_product	non_sterile	no	grain	no
SRR12366808	wu2021	pig_manure	animal_waste	non_sterile	no	na	no
SRR12366809	wu2021	pig_manure	animal_waste	non_sterile	no	na	no
SRR7346002	wynants2018	ddgs_apple_waste_water	plant_waste	non_sterile	no	fruit_grain	no
SRR7346003	wynants2018	ddgs_apple_waste_water	plant_waste	non_sterile	no	fruit_grain	no
SRR7346004	wynants2018	ddgs_apple_waste_water	plant_waste	non_sterile	no	fruit_grain	no
SRR7346005	wynants2018	ddgs_apple_waste_water	plant_waste	non_sterile	no	fruit_grain	no
SRR7346006	wynants2018	poultry_manure	animal_waste	non_sterile	no	na	no
SRR7346007	wynants2018	poultry_manure	animal_waste	non_sterile	no	na	no
SRR7346008	wynants2018	poultry_manure	animal_waste	non_sterile	no	na	no
SRR7346009	wynants2018	poultry_manure	animal_waste	non_sterile	no	na	no
SRR7346010	wynants2018	ddgs_apple_waste_water	plant_waste	non_sterile	no	fruit_grain	no
SRR7346011	wynants2018	ddgs_apple_waste_water	plant_waste	non_sterile	no	fruit_grain	no
SRR7346012	wynants2018	ddgs_apple_waste_water	plant_waste	non_sterile	no	fruit_grain	no
SRR7346013	wynants2018	ddgs_apple_waste_water	plant_waste	non_sterile	no	fruit_grain	no
SRR7346014	wynants2018	ddgs_apple_waste_water	plant_waste	non_sterile	no	fruit_grain	no
SRR7346015	wynants2018	ddgs_apple_waste_water	plant_waste	non_sterile	no	fruit_grain	no
SRR7346016	wynants2018	ddgs_apple_waste_water	plant_waste	non_sterile	no	fruit_grain	no
SRR7346017	wynants2018	ddgs_apple_waste_water	plant_waste	non_sterile	no	fruit_grain	no
SRR7346018	wynants2018	ddgs_apple_waste_water	plant_waste	non_sterile	no	fruit_grain	no
SRR7346019	wynants2018	ddgs_apple_waste_water	plant_waste	non_sterile	no	fruit_grain	no
SRR7346020	wynants2018	ddgs_apple_waste_water	plant_waste	non_sterile	no	fruit_grain	no
SRR7346021	wynants2018	ddgs_apple_waste_water	plant_waste	non_sterile	no	fruit_grain	no
SRR7346022	wynants2018	restaurant_waste	food_waste	non_sterile	no	na	no
SRR7346023	wynants2018	restaurant_waste	food_waste	non_sterile	no	na	no
SRR7346024	wynants2018	fruits_vegetables	plant_product	non_sterile	no	fruit_vegetable	no
SRR7346025	wynants2018	fruits_vegetables	plant_product	non_sterile	no	fruit_vegetable	no
SRR7346026	wynants2018	restaurant_waste	food_waste	non_sterile	no	na	no
